Wert;Label;Gemeinde;Kanton;Jahr
ZG;KANTON;Hünenberg;ZG;2018
Hünenberg;GEMEINDE;Hünenberg;ZG;2018
56;WOHNEN;Hünenberg;ZG;2018
99;ARBEITSMARKT;Hünenberg;ZG;2018
95;BEVÖLKERUNG;Hünenberg;ZG;2018
10;STEUERBELASTUNG;Hünenberg;ZG;2018
601;ERREICHBARKEIT;Hünenberg;ZG;2018
605;VERSORGUNG;Hünenberg;ZG;2018
529;SICHERHEIT;Hünenberg;ZG;2018
57;RANG;Wädenswil;ZH;2018
ZH;KANTON;Wädenswil;ZH;2018
Wädenswil;GEMEINDE;Wädenswil;ZH;2018
272;WOHNEN;Wädenswil;ZH;2018
144;ARBEITSMARKT;Wädenswil;ZH;2018
253;BEVÖLKERUNG;Wädenswil;ZH;2018
105;STEUERBELASTUNG;Wädenswil;ZH;2018
438;ERREICHBARKEIT;Wädenswil;ZH;2018
277;VERSORGUNG;Wädenswil;ZH;2018
431;SICHERHEIT;Wädenswil;ZH;2018
58;RANG;Canobbio;TI;2018
TI;KANTON;Canobbio;TI;2018
Canobbio;GEMEINDE;Canobbio;TI;2018
12;WOHNEN;Canobbio;TI;2018
142;ARBEITSMARKT;Canobbio;TI;2018
357;BEVÖLKERUNG;Canobbio;TI;2018
214;STEUERBELASTUNG;Canobbio;TI;2018
385;ERREICHBARKEIT;Canobbio;TI;2018
164;VERSORGUNG;Canobbio;TI;2018
632;SICHERHEIT;Canobbio;TI;2018
59;RANG;Therwil;BL;2018
BL;KANTON;Therwil;BL;2018
Therwil;GEMEINDE;Therwil;BL;2018
490;WOHNEN;Therwil;BL;2018
114;ARBEITSMARKT;Therwil;BL;2018
197;BEVÖLKERUNG;Therwil;BL;2018
442;STEUERBELASTUNG;Therwil;BL;2018
315;ERREICHBARKEIT;Therwil;BL;2018
149;VERSORGUNG;Therwil;BL;2018
199;SICHERHEIT;Therwil;BL;2018
60;RANG;Winterthur;ZH;2018
ZH;KANTON;Winterthur;ZH;2018
Winterthur;GEMEINDE;Winterthur;ZH;2018
331;WOHNEN;Winterthur;ZH;2018
68;ARBEITSMARKT;Winterthur;ZH;2018
618;BEVÖLKERUNG;Winterthur;ZH;2018
227;STEUERBELASTUNG;Winterthur;ZH;2018
18;ERREICHBARKEIT;Winterthur;ZH;2018
48;VERSORGUNG;Winterthur;ZH;2018
725;SICHERHEIT;Winterthur;ZH;2018
61;RANG;Sempach;LU;2018
LU;KANTON;Sempach;LU;2018
Sempach;GEMEINDE;Sempach;LU;2018
112;WOHNEN;Sempach;LU;2018
163;ARBEITSMARKT;Sempach;LU;2018
104;BEVÖLKERUNG;Sempach;LU;2018
468;STEUERBELASTUNG;Sempach;LU;2018
736;ERREICHBARKEIT;Sempach;LU;2018
285;VERSORGUNG;Sempach;LU;2018
73;SICHERHEIT;Sempach;LU;2018
62;RANG;Lindau;ZH;2018
ZH;KANTON;Lindau;ZH;2018
Lindau;GEMEINDE;Lindau;ZH;2018
311;WOHNEN;Lindau;ZH;2018
58;ARBEITSMARKT;Lindau;ZH;2018
231;BEVÖLKERUNG;Lindau;ZH;2018
150;STEUERBELASTUNG;Lindau;ZH;2018
266;ERREICHBARKEIT;Lindau;ZH;2018
206;VERSORGUNG;Lindau;ZH;2018
475;SICHERHEIT;Lindau;ZH;2018
63;RANG;Feusisberg;SZ;2018
SZ;KANTON;Feusisberg;SZ;2018
Feusisberg;GEMEINDE;Feusisberg;SZ;2018
84;WOHNEN;Feusisberg;SZ;2018
155;ARBEITSMARKT;Feusisberg;SZ;2018
76;BEVÖLKERUNG;Feusisberg;SZ;2018
11;STEUERBELASTUNG;Feusisberg;SZ;2018
310;ERREICHBARKEIT;Feusisberg;SZ;2018
598;VERSORGUNG;Feusisberg;SZ;2018
483;SICHERHEIT;Feusisberg;SZ;2018
64;RANG;Wetzikon (ZH);ZH;2018
ZH;KANTON;Wetzikon (ZH);ZH;2018
Wetzikon (ZH);GEMEINDE;Wetzikon (ZH);ZH;2018
591;WOHNEN;Wetzikon (ZH);ZH;2018
176;ARBEITSMARKT;Wetzikon (ZH);ZH;2018
610;BEVÖLKERUNG;Wetzikon (ZH);ZH;2018
185;STEUERBELASTUNG;Wetzikon (ZH);ZH;2018
31;ERREICHBARKEIT;Wetzikon (ZH);ZH;2018
54;VERSORGUNG;Wetzikon (ZH);ZH;2018
540;SICHERHEIT;Wetzikon (ZH);ZH;2018
65;RANG;Bubikon;ZH;2018
ZH;KANTON;Bubikon;ZH;2018
Bubikon;GEMEINDE;Bubikon;ZH;2018
374;WOHNEN;Bubikon;ZH;2018
114;ARBEITSMARKT;Bubikon;ZH;2018
154;BEVÖLKERUNG;Bubikon;ZH;2018
91;STEUERBELASTUNG;Bubikon;ZH;2018
116;ERREICHBARKEIT;Bubikon;ZH;2018
151;VERSORGUNG;Bubikon;ZH;2018
540;SICHERHEIT;Bubikon;ZH;2018
66;RANG;Belmont-Sur-Lausanne;VD;2018
VD;KANTON;Belmont-Sur-Lausanne;VD;2018
Belmont-Sur-Lausanne;GEMEINDE;Belmont-Sur-Lausanne;VD;2018
48;WOHNEN;Belmont-Sur-Lausanne;VD;2018
85;ARBEITSMARKT;Belmont-Sur-Lausanne;VD;2018
123;BEVÖLKERUNG;Belmont-Sur-Lausanne;VD;2018
709;STEUERBELASTUNG;Belmont-Sur-Lausanne;VD;2018
49;ERREICHBARKEIT;Belmont-Sur-Lausanne;VD;2018
638;VERSORGUNG;Belmont-Sur-Lausanne;VD;2018
234;SICHERHEIT;Belmont-Sur-Lausanne;VD;2018
67;RANG;Rümlang;ZH;2018
ZH;KANTON;Rümlang;ZH;2018
Rümlang;GEMEINDE;Rümlang;ZH;2018
765;WOHNEN;Rümlang;ZH;2018
51;ARBEITSMARKT;Rümlang;ZH;2018
374;BEVÖLKERUNG;Rümlang;ZH;2018
105;STEUERBELASTUNG;Rümlang;ZH;2018
37;ERREICHBARKEIT;Rümlang;ZH;2018
391;VERSORGUNG;Rümlang;ZH;2018
418;SICHERHEIT;Rümlang;ZH;2018
68;RANG;Oberägeri;ZG;2018
ZG;KANTON;Oberägeri;ZG;2018
Oberägeri;GEMEINDE;Oberägeri;ZG;2018
146;WOHNEN;Oberägeri;ZG;2018
23;ARBEITSMARKT;Oberägeri;ZG;2018
88;BEVÖLKERUNG;Oberägeri;ZG;2018
7;STEUERBELASTUNG;Oberägeri;ZG;2018
706;ERREICHBARKEIT;Oberägeri;ZG;2018
681;VERSORGUNG;Oberägeri;ZG;2018
529;SICHERHEIT;Oberägeri;ZG;2018
69;RANG;Oberwil (BL);BL;2018
BL;KANTON;Oberwil (BL);BL;2018
Oberwil (BL);GEMEINDE;Oberwil (BL);BL;2018
180;WOHNEN;Oberwil (BL);BL;2018
151;ARBEITSMARKT;Oberwil (BL);BL;2018
146;BEVÖLKERUNG;Oberwil (BL);BL;2018
401;STEUERBELASTUNG;Oberwil (BL);BL;2018
197;ERREICHBARKEIT;Oberwil (BL);BL;2018
429;VERSORGUNG;Oberwil (BL);BL;2018
199;SICHERHEIT;Oberwil (BL);BL;2018
70;RANG;Hergiswil (NW);NW;2018
NW;KANTON;Hergiswil (NW);NW;2018
Hergiswil (NW);GEMEINDE;Hergiswil (NW);NW;2018
30;WOHNEN;Hergiswil (NW);NW;2018
118;ARBEITSMARKT;Hergiswil (NW);NW;2018
265;BEVÖLKERUNG;Hergiswil (NW);NW;2018
17;STEUERBELASTUNG;Hergiswil (NW);NW;2018
553;ERREICHBARKEIT;Hergiswil (NW);NW;2018
167;VERSORGUNG;Hergiswil (NW);NW;2018
121;SICHERHEIT;Hergiswil (NW);NW;2018
71;RANG;Aubonne;VD;2018
VD;KANTON;Aubonne;VD;2018
Aubonne;GEMEINDE;Aubonne;VD;2018
139;WOHNEN;Aubonne;VD;2018
14;ARBEITSMARKT;Aubonne;VD;2018
68;BEVÖLKERUNG;Aubonne;VD;2018
681;STEUERBELASTUNG;Aubonne;VD;2018
591;ERREICHBARKEIT;Aubonne;VD;2018
359;VERSORGUNG;Aubonne;VD;2018
540;SICHERHEIT;Aubonne;VD;2018
72;RANG;Ottenbach;ZH;2018
ZH;KANTON;Ottenbach;ZH;2018
Ottenbach;GEMEINDE;Ottenbach;ZH;2018
65;WOHNEN;Ottenbach;ZH;2018
138;ARBEITSMARKT;Ottenbach;ZH;2018
86;BEVÖLKERUNG;Ottenbach;ZH;2018
159;STEUERBELASTUNG;Ottenbach;ZH;2018
599;ERREICHBARKEIT;Ottenbach;ZH;2018
629;VERSORGUNG;Ottenbach;ZH;2018
486;SICHERHEIT;Ottenbach;ZH;2018
73;RANG;Paradiso;TI;2018
TI;KANTON;Paradiso;TI;2018
Paradiso;GEMEINDE;Paradiso;TI;2018
23;WOHNEN;Paradiso;TI;2018
98;ARBEITSMARKT;Paradiso;TI;2018
356;BEVÖLKERUNG;Paradiso;TI;2018
67;STEUERBELASTUNG;Paradiso;TI;2018
21;ERREICHBARKEIT;Paradiso;TI;2018
658;VERSORGUNG;Paradiso;TI;2018
632;SICHERHEIT;Paradiso;TI;2018
74;RANG;Meilen;ZH;2018
ZH;KANTON;Meilen;ZH;2018
Meilen;GEMEINDE;Meilen;ZH;2018
482;WOHNEN;Meilen;ZH;2018
416;ARBEITSMARKT;Meilen;ZH;2018
29;BEVÖLKERUNG;Meilen;ZH;2018
25;STEUERBELASTUNG;Meilen;ZH;2018
342;ERREICHBARKEIT;Meilen;ZH;2018
314;VERSORGUNG;Meilen;ZH;2018
135;SICHERHEIT;Meilen;ZH;2018
75;RANG;Grüningen;ZH;2018
ZH;KANTON;Grüningen;ZH;2018
Grüningen;GEMEINDE;Grüningen;ZH;2018
492;WOHNEN;Grüningen;ZH;2018
48;ARBEITSMARKT;Grüningen;ZH;2018
112;BEVÖLKERUNG;Grüningen;ZH;2018
150;STEUERBELASTUNG;Grüningen;ZH;2018
343;ERREICHBARKEIT;Grüningen;ZH;2018
481;VERSORGUNG;Grüningen;ZH;2018
540;SICHERHEIT;Grüningen;ZH;2018
76;RANG;Aarau;AG;2018
AG;KANTON;Aarau;AG;2018
Aarau;GEMEINDE;Aarau;AG;2018
105;WOHNEN;Aarau;AG;2018
200;ARBEITSMARKT;Aarau;AG;2018
489;BEVÖLKERUNG;Aarau;AG;2018
234;STEUERBELASTUNG;Aarau;AG;2018
83;ERREICHBARKEIT;Aarau;AG;2018
1;VERSORGUNG;Aarau;AG;2018
679;SICHERHEIT;Aarau;AG;2018
77;RANG;Russikon;ZH;2018
ZH;KANTON;Russikon;ZH;2018
Russikon;GEMEINDE;Russikon;ZH;2018
665;WOHNEN;Russikon;ZH;2018
75;ARBEITSMARKT;Russikon;ZH;2018
65;BEVÖLKERUNG;Russikon;ZH;2018
140;STEUERBELASTUNG;Russikon;ZH;2018
204;ERREICHBARKEIT;Russikon;ZH;2018
446;VERSORGUNG;Russikon;ZH;2018
475;SICHERHEIT;Russikon;ZH;2018
78;RANG;Wettingen;AG;2018
AG;KANTON;Wettingen;AG;2018
Wettingen;GEMEINDE;Wettingen;AG;2018
621;WOHNEN;Wettingen;AG;2018
111;ARBEITSMARKT;Wettingen;AG;2018
593;BEVÖLKERUNG;Wettingen;AG;2018
225;STEUERBELASTUNG;Wettingen;AG;2018
127;ERREICHBARKEIT;Wettingen;AG;2018
262;VERSORGUNG;Wettingen;AG;2018
364;SICHERHEIT;Wettingen;AG;2018
79;RANG;Carouge (GE);GE;2018
GE;KANTON;Carouge (GE);GE;2018
Carouge (GE);GEMEINDE;Carouge (GE);GE;2018
129;WOHNEN;Carouge (GE);GE;2018
112;ARBEITSMARKT;Carouge (GE);GE;2018
386;BEVÖLKERUNG;Carouge (GE);GE;2018
245;STEUERBELASTUNG;Carouge (GE);GE;2018
6;ERREICHBARKEIT;Carouge (GE);GE;2018
16;VERSORGUNG;Carouge (GE);GE;2018
885;SICHERHEIT;Carouge (GE);GE;2018
80;RANG;Luzern;LU;2018
LU;KANTON;Luzern;LU;2018
Luzern;GEMEINDE;Luzern;LU;2018
29;WOHNEN;Luzern;LU;2018
172;ARBEITSMARKT;Luzern;LU;2018
705;BEVÖLKERUNG;Luzern;LU;2018
339;STEUERBELASTUNG;Luzern;LU;2018
170;ERREICHBARKEIT;Luzern;LU;2018
102;VERSORGUNG;Luzern;LU;2018
874;SICHERHEIT;Luzern;LU;2018
81;RANG;Hombrechtikon;ZH;2018
ZH;KANTON;Hombrechtikon;ZH;2018
Hombrechtikon;GEMEINDE;Hombrechtikon;ZH;2018
679;WOHNEN;Hombrechtikon;ZH;2018
177;ARBEITSMARKT;Hombrechtikon;ZH;2018
159;BEVÖLKERUNG;Hombrechtikon;ZH;2018
185;STEUERBELASTUNG;Hombrechtikon;ZH;2018
421;ERREICHBARKEIT;Hombrechtikon;ZH;2018
285;VERSORGUNG;Hombrechtikon;ZH;2018
135;SICHERHEIT;Hombrechtikon;ZH;2018
82;RANG;Hausen Am Albis;ZH;2018
ZH;KANTON;Hausen Am Albis;ZH;2018
Hausen Am Albis;GEMEINDE;Hausen Am Albis;ZH;2018
639;WOHNEN;Hausen Am Albis;ZH;2018
60;ARBEITSMARKT;Hausen Am Albis;ZH;2018
48;BEVÖLKERUNG;Hausen Am Albis;ZH;2018
150;STEUERBELASTUNG;Hausen Am Albis;ZH;2018
541;ERREICHBARKEIT;Hausen Am Albis;ZH;2018
523;VERSORGUNG;Hausen Am Albis;ZH;2018
486;SICHERHEIT;Hausen Am Albis;ZH;2018
83;RANG;Menzingen;ZG;2018
ZG;KANTON;Menzingen;ZG;2018
Menzingen;GEMEINDE;Menzingen;ZG;2018
384;WOHNEN;Menzingen;ZG;2018
10;ARBEITSMARKT;Menzingen;ZG;2018
183;BEVÖLKERUNG;Menzingen;ZG;2018
14;STEUERBELASTUNG;Menzingen;ZG;2018
502;ERREICHBARKEIT;Menzingen;ZG;2018
766;VERSORGUNG;Menzingen;ZG;2018
529;SICHERHEIT;Menzingen;ZG;2018
84;RANG;Lufingen;ZH;2018
ZH;KANTON;Lufingen;ZH;2018
Lufingen;GEMEINDE;Lufingen;ZH;2018
353;WOHNEN;Lufingen;ZH;2018
13;ARBEITSMARKT;Lufingen;ZH;2018
6;BEVÖLKERUNG;Lufingen;ZH;2018
46;STEUERBELASTUNG;Lufingen;ZH;2018
346;ERREICHBARKEIT;Lufingen;ZH;2018
594;VERSORGUNG;Lufingen;ZH;2018
828;SICHERHEIT;Lufingen;ZH;2018
85;RANG;Greifensee;ZH;2018
ZH;KANTON;Greifensee;ZH;2018
Greifensee;GEMEINDE;Greifensee;ZH;2018
733;WOHNEN;Greifensee;ZH;2018
70;ARBEITSMARKT;Greifensee;ZH;2018
165;BEVÖLKERUNG;Greifensee;ZH;2018
48;STEUERBELASTUNG;Greifensee;ZH;2018
220;ERREICHBARKEIT;Greifensee;ZH;2018
830;VERSORGUNG;Greifensee;ZH;2018
612;SICHERHEIT;Greifensee;ZH;2018
86;RANG;Wangen-Brüttisellen;ZH;2018
ZH;KANTON;Wangen-Brüttisellen;ZH;2018
Wangen-Brüttisellen;GEMEINDE;Wangen-Brüttisellen;ZH;2018
224;WOHNEN;Wangen-Brüttisellen;ZH;2018
105;ARBEITSMARKT;Wangen-Brüttisellen;ZH;2018
281;BEVÖLKERUNG;Wangen-Brüttisellen;ZH;2018
57;STEUERBELASTUNG;Wangen-Brüttisellen;ZH;2018
37;ERREICHBARKEIT;Wangen-Brüttisellen;ZH;2018
761;VERSORGUNG;Wangen-Brüttisellen;ZH;2018
612;SICHERHEIT;Wangen-Brüttisellen;ZH;2018
87;RANG;Buchs (ZH);ZH;2018
ZH;KANTON;Buchs (ZH);ZH;2018
Buchs (ZH);GEMEINDE;Buchs (ZH);ZH;2018
663;WOHNEN;Buchs (ZH);ZH;2018
31;ARBEITSMARKT;Buchs (ZH);ZH;2018
478;BEVÖLKERUNG;Buchs (ZH);ZH;2018
108;STEUERBELASTUNG;Buchs (ZH);ZH;2018
122;ERREICHBARKEIT;Buchs (ZH);ZH;2018
632;VERSORGUNG;Buchs (ZH);ZH;2018
418;SICHERHEIT;Buchs (ZH);ZH;2018
88;RANG;Mönchaltorf;ZH;2018
ZH;KANTON;Mönchaltorf;ZH;2018
Mönchaltorf;GEMEINDE;Mönchaltorf;ZH;2018
692;WOHNEN;Mönchaltorf;ZH;2018
188;ARBEITSMARKT;Mönchaltorf;ZH;2018
147;BEVÖLKERUNG;Mönchaltorf;ZH;2018
124;STEUERBELASTUNG;Mönchaltorf;ZH;2018
271;ERREICHBARKEIT;Mönchaltorf;ZH;2018
529;VERSORGUNG;Mönchaltorf;ZH;2018
612;SICHERHEIT;Mönchaltorf;ZH;2018
89;RANG;Regensdorf;ZH;2018
ZH;KANTON;Regensdorf;ZH;2018
Regensdorf;GEMEINDE;Regensdorf;ZH;2018
487;WOHNEN;Regensdorf;ZH;2018
59;ARBEITSMARKT;Regensdorf;ZH;2018
459;BEVÖLKERUNG;Regensdorf;ZH;2018
140;STEUERBELASTUNG;Regensdorf;ZH;2018
53;ERREICHBARKEIT;Regensdorf;ZH;2018
569;VERSORGUNG;Regensdorf;ZH;2018
418;SICHERHEIT;Regensdorf;ZH;2018
90;RANG;Bassersdorf;ZH;2018
ZH;KANTON;Bassersdorf;ZH;2018
Bassersdorf;GEMEINDE;Bassersdorf;ZH;2018
546;WOHNEN;Bassersdorf;ZH;2018
170;ARBEITSMARKT;Bassersdorf;ZH;2018
313;BEVÖLKERUNG;Bassersdorf;ZH;2018
116;STEUERBELASTUNG;Bassersdorf;ZH;2018
122;ERREICHBARKEIT;Bassersdorf;ZH;2018
624;VERSORGUNG;Bassersdorf;ZH;2018
828;SICHERHEIT;Bassersdorf;ZH;2018
91;RANG;Andelfingen;ZH;2018
ZH;KANTON;Andelfingen;ZH;2018
Andelfingen;GEMEINDE;Andelfingen;ZH;2018
403;WOHNEN;Andelfingen;ZH;2018
166;ARBEITSMARKT;Andelfingen;ZH;2018
28;BEVÖLKERUNG;Andelfingen;ZH;2018
159;STEUERBELASTUNG;Andelfingen;ZH;2018
352;ERREICHBARKEIT;Andelfingen;ZH;2018
124;VERSORGUNG;Andelfingen;ZH;2018
441;SICHERHEIT;Andelfingen;ZH;2018
92;RANG;Basel;BS;2018
BS;KANTON;Basel;BS;2018
Basel;GEMEINDE;Basel;BS;2018
264;WOHNEN;Basel;BS;2018
87;ARBEITSMARKT;Basel;BS;2018
634;BEVÖLKERUNG;Basel;BS;2018
632;STEUERBELASTUNG;Basel;BS;2018
1;ERREICHBARKEIT;Basel;BS;2018
235;VERSORGUNG;Basel;BS;2018
920;SICHERHEIT;Basel;BS;2018
93;RANG;Geroldswil;ZH;2018
ZH;KANTON;Geroldswil;ZH;2018
Geroldswil;GEMEINDE;Geroldswil;ZH;2018
676;WOHNEN;Geroldswil;ZH;2018
152;ARBEITSMARKT;Geroldswil;ZH;2018
226;BEVÖLKERUNG;Geroldswil;ZH;2018
68;STEUERBELASTUNG;Geroldswil;ZH;2018
308;ERREICHBARKEIT;Geroldswil;ZH;2018
646;VERSORGUNG;Geroldswil;ZH;2018
715;SICHERHEIT;Geroldswil;ZH;2018
94;RANG;Bergdietikon;AG;2018
AG;KANTON;Bergdietikon;AG;2018
Bergdietikon;GEMEINDE;Bergdietikon;AG;2018
731;WOHNEN;Bergdietikon;AG;2018
43;ARBEITSMARKT;Bergdietikon;AG;2018
33;BEVÖLKERUNG;Bergdietikon;AG;2018
168;STEUERBELASTUNG;Bergdietikon;AG;2018
398;ERREICHBARKEIT;Bergdietikon;AG;2018
414;VERSORGUNG;Bergdietikon;AG;2018
364;SICHERHEIT;Bergdietikon;AG;2018
95;RANG;Maur;ZH;2018
ZH;KANTON;Maur;ZH;2018
Maur;GEMEINDE;Maur;ZH;2018
715;WOHNEN;Maur;ZH;2018
187;ARBEITSMARKT;Maur;ZH;2018
72;BEVÖLKERUNG;Maur;ZH;2018
39;STEUERBELASTUNG;Maur;ZH;2018
186;ERREICHBARKEIT;Maur;ZH;2018
339;VERSORGUNG;Maur;ZH;2018
612;SICHERHEIT;Maur;ZH;2018
96;RANG;Puidoux;VD;2018
VD;KANTON;Puidoux;VD;2018
Puidoux;GEMEINDE;Puidoux;VD;2018
220;WOHNEN;Puidoux;VD;2018
183;ARBEITSMARKT;Puidoux;VD;2018
528;BEVÖLKERUNG;Puidoux;VD;2018
714;STEUERBELASTUNG;Puidoux;VD;2018
201;ERREICHBARKEIT;Puidoux;VD;2018
170;VERSORGUNG;Puidoux;VD;2018
234;SICHERHEIT;Puidoux;VD;2018
96;RANG;Opfikon;ZH;2018
ZH;KANTON;Opfikon;ZH;2018
Opfikon;GEMEINDE;Opfikon;ZH;2018
397;WOHNEN;Opfikon;ZH;2018
8;ARBEITSMARKT;Opfikon;ZH;2018
601;BEVÖLKERUNG;Opfikon;ZH;2018
76;STEUERBELASTUNG;Opfikon;ZH;2018
22;ERREICHBARKEIT;Opfikon;ZH;2018
815;VERSORGUNG;Opfikon;ZH;2018
828;SICHERHEIT;Opfikon;ZH;2018
98;RANG;Stallikon;ZH;2018
ZH;KANTON;Stallikon;ZH;2018
Stallikon;GEMEINDE;Stallikon;ZH;2018
200;WOHNEN;Stallikon;ZH;2018
133;ARBEITSMARKT;Stallikon;ZH;2018
41;BEVÖLKERUNG;Stallikon;ZH;2018
70;STEUERBELASTUNG;Stallikon;ZH;2018
112;ERREICHBARKEIT;Stallikon;ZH;2018
465;VERSORGUNG;Stallikon;ZH;2018
486;SICHERHEIT;Stallikon;ZH;2018
99;RANG;Weisslingen;ZH;2018
ZH;KANTON;Weisslingen;ZH;2018
Weisslingen;GEMEINDE;Weisslingen;ZH;2018
434;WOHNEN;Weisslingen;ZH;2018
94;ARBEITSMARKT;Weisslingen;ZH;2018
122;BEVÖLKERUNG;Weisslingen;ZH;2018
76;STEUERBELASTUNG;Weisslingen;ZH;2018
299;ERREICHBARKEIT;Weisslingen;ZH;2018
579;VERSORGUNG;Weisslingen;ZH;2018
475;SICHERHEIT;Weisslingen;ZH;2018
100;RANG;Oetwil Am See;ZH;2018
ZH;KANTON;Oetwil Am See;ZH;2018
Oetwil Am See;GEMEINDE;Oetwil Am See;ZH;2018
766;WOHNEN;Oetwil Am See;ZH;2018
255;ARBEITSMARKT;Oetwil Am See;ZH;2018
542;BEVÖLKERUNG;Oetwil Am See;ZH;2018
159;STEUERBELASTUNG;Oetwil Am See;ZH;2018
451;ERREICHBARKEIT;Oetwil Am See;ZH;2018
37;VERSORGUNG;Oetwil Am See;ZH;2018
135;SICHERHEIT;Oetwil Am See;ZH;2018
101;RANG;Baden;AG;2018
AG;KANTON;Baden;AG;2018
Baden;GEMEINDE;Baden;AG;2018
156;WOHNEN;Baden;AG;2018
197;ARBEITSMARKT;Baden;AG;2018
339;BEVÖLKERUNG;Baden;AG;2018
217;STEUERBELASTUNG;Baden;AG;2018
27;ERREICHBARKEIT;Baden;AG;2018
3;VERSORGUNG;Baden;AG;2018
364;SICHERHEIT;Baden;AG;2018
102;RANG;Kilchberg (ZH);ZH;2018
ZH;KANTON;Kilchberg (ZH);ZH;2018
Kilchberg (ZH);GEMEINDE;Kilchberg (ZH);ZH;2018
286;WOHNEN;Kilchberg (ZH);ZH;2018
269;ARBEITSMARKT;Kilchberg (ZH);ZH;2018
18;BEVÖLKERUNG;Kilchberg (ZH);ZH;2018
19;STEUERBELASTUNG;Kilchberg (ZH);ZH;2018
13;ERREICHBARKEIT;Kilchberg (ZH);ZH;2018
306;VERSORGUNG;Kilchberg (ZH);ZH;2018
431;SICHERHEIT;Kilchberg (ZH);ZH;2018
103;RANG;Münsterlingen;TG;2018
TG;KANTON;Münsterlingen;TG;2018
Münsterlingen;GEMEINDE;Münsterlingen;TG;2018
46;WOHNEN;Münsterlingen;TG;2018
44;ARBEITSMARKT;Münsterlingen;TG;2018
134;BEVÖLKERUNG;Münsterlingen;TG;2018
158;STEUERBELASTUNG;Münsterlingen;TG;2018
686;ERREICHBARKEIT;Münsterlingen;TG;2018
481;VERSORGUNG;Münsterlingen;TG;2018
652;SICHERHEIT;Münsterlingen;TG;2018
104;RANG;Rheinfelden;AG;2018
AG;KANTON;Rheinfelden;AG;2018
Rheinfelden;GEMEINDE;Rheinfelden;AG;2018
367;WOHNEN;Rheinfelden;AG;2018
189;ARBEITSMARKT;Rheinfelden;AG;2018
454;BEVÖLKERUNG;Rheinfelden;AG;2018
259;STEUERBELASTUNG;Rheinfelden;AG;2018
379;ERREICHBARKEIT;Rheinfelden;AG;2018
161;VERSORGUNG;Rheinfelden;AG;2018
342;SICHERHEIT;Rheinfelden;AG;2018
105;RANG;Winkel;ZH;2018
ZH;KANTON;Winkel;ZH;2018
Winkel;GEMEINDE;Winkel;ZH;2018
339;WOHNEN;Winkel;ZH;2018
35;ARBEITSMARKT;Winkel;ZH;2018
108;BEVÖLKERUNG;Winkel;ZH;2018
22;STEUERBELASTUNG;Winkel;ZH;2018
513;ERREICHBARKEIT;Winkel;ZH;2018
919;VERSORGUNG;Winkel;ZH;2018
828;SICHERHEIT;Winkel;ZH;2018
106;RANG;Bäretswil;ZH;2018
ZH;KANTON;Bäretswil;ZH;2018
Bäretswil;GEMEINDE;Bäretswil;ZH;2018
431;WOHNEN;Bäretswil;ZH;2018
251;ARBEITSMARKT;Bäretswil;ZH;2018
262;BEVÖLKERUNG;Bäretswil;ZH;2018
91;STEUERBELASTUNG;Bäretswil;ZH;2018
408;ERREICHBARKEIT;Bäretswil;ZH;2018
63;VERSORGUNG;Bäretswil;ZH;2018
540;SICHERHEIT;Bäretswil;ZH;2018
107;RANG;Sissach;BL;2018
BL;KANTON;Sissach;BL;2018
Sissach;GEMEINDE;Sissach;BL;2018
623;WOHNEN;Sissach;BL;2018
95;ARBEITSMARKT;Sissach;BL;2018
242;BEVÖLKERUNG;Sissach;BL;2018
511;STEUERBELASTUNG;Sissach;BL;2018
382;ERREICHBARKEIT;Sissach;BL;2018
176;VERSORGUNG;Sissach;BL;2018
50;SICHERHEIT;Sissach;BL;2018
108;RANG;Walchwil;ZG;2018
ZG;KANTON;Walchwil;ZG;2018
Walchwil;GEMEINDE;Walchwil;ZG;2018
317;WOHNEN;Walchwil;ZG;2018
299;ARBEITSMARKT;Walchwil;ZG;2018
197;BEVÖLKERUNG;Walchwil;ZG;2018
3;STEUERBELASTUNG;Walchwil;ZG;2018
590;ERREICHBARKEIT;Walchwil;ZG;2018
731;VERSORGUNG;Walchwil;ZG;2018
529;SICHERHEIT;Walchwil;ZG;2018
109;RANG;Volketswil;ZH;2018
ZH;KANTON;Volketswil;ZH;2018
Volketswil;GEMEINDE;Volketswil;ZH;2018
629;WOHNEN;Volketswil;ZH;2018
85;ARBEITSMARKT;Volketswil;ZH;2018
278;BEVÖLKERUNG;Volketswil;ZH;2018
73;STEUERBELASTUNG;Volketswil;ZH;2018
249;ERREICHBARKEIT;Volketswil;ZH;2018
626;VERSORGUNG;Volketswil;ZH;2018
612;SICHERHEIT;Volketswil;ZH;2018
110;RANG;Vevey;VD;2018
VD;KANTON;Vevey;VD;2018
Vevey;GEMEINDE;Vevey;VD;2018
137;WOHNEN;Vevey;VD;2018
22;ARBEITSMARKT;Vevey;VD;2018
744;BEVÖLKERUNG;Vevey;VD;2018
744;STEUERBELASTUNG;Vevey;VD;2018
20;ERREICHBARKEIT;Vevey;VD;2018
344;VERSORGUNG;Vevey;VD;2018
864;SICHERHEIT;Vevey;VD;2018
111;RANG;Massagno;TI;2018
TI;KANTON;Massagno;TI;2018
Massagno;GEMEINDE;Massagno;TI;2018
88;WOHNEN;Massagno;TI;2018
191;ARBEITSMARKT;Massagno;TI;2018
615;BEVÖLKERUNG;Massagno;TI;2018
180;STEUERBELASTUNG;Massagno;TI;2018
